customerID;gender;SeniorCitizen;Partner;Dependents;tenure;Cuenta_Corriente;Multiple_CC;Forma_Pago;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;Atencion_Telf;Atencion_personal;Contract;Correspondencia;MonthlyCharges;TotalCharges;Churn;Letra
5439-WIKXB;Male;1;Yes;No;41;Yes;No;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;94.55;3851.45;No;B
8294-UIMBA;Female;0;No;No;30;Yes;No;P2P;No;No;No;Yes;Yes;Yes;One year;Yes;94.4;2638.1;No;D
5840-NVDCG;Female;0;Yes;Yes;16;Yes;No;P2C;Yes;Yes;No;Yes;No;Yes;Two year;No;68.25;1114.85;No;B
5928-QLDHB;Male;0;No;No;9;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;76.25;684.85;No;D
0696-UKTOX;Male;0;No;Yes;23;Yes;No;P2C;No;Yes;No;Yes;No;No;Month-to-month;No;54.15;1312.45;No;B
3472-OAOOR;Male;0;Yes;Yes;19;No;No;P2C;Yes;Yes;No;No;No;No;Month-to-month;Yes;34.95;610.2;No;D
8062-YBDOE;Male;1;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.65;69.65;Yes;B
4188-PCPIG;Female;0;Yes;No;57;Yes;No;P2C;Yes;Yes;No;Yes;Yes;No;Two year;Yes;70.35;4124.65;No;D
7105-BENQF;Male;0;No;Yes;15;Yes;No;P2C;Yes;No;Yes;No;No;Yes;One year;No;64.85;950.75;No;B
3566-VVORZ;Female;0;Yes;No;12;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;45.9;505.95;No;D
2480-SQIOB;Male;0;Yes;Yes;4;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;44.8;169.65;No;B
7813-TKCVO;Female;0;Yes;No;20;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.35;393.15;No;D
3672-YITQD;Male;1;Yes;No;36;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;84.1;3021.6;Yes;B
9048-JVYVF;Male;0;No;No;3;Yes;No;P2C;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;69.35;191.35;Yes;D
5727-MYATE;Male;0;Yes;Yes;72;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;90.8;6397.6;No;B
8988-ECPJR;Female;1;Yes;Yes;34;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;79.6;2718.3;Yes;D
3021-VLNRJ;Female;0;No;Yes;50;Yes;No;P2C;Yes;No;Yes;Yes;Yes;No;One year;Yes;70.8;3478.15;No;B
2080-CAZNM;Female;1;No;No;41;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;104.4;4133.95;No;D
6907-FLBER;Male;0;No;No;1;Yes;Yes;P2C;No;Yes;No;No;No;No;Month-to-month;No;54.3;54.3;No;B
5982-PSMKW;Female;0;Yes;Yes;23;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;91.1;2198.3;No;D
7096-ZNBZI;Female;0;Yes;No;72;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;26.45;1914.5;No;B
1676-MQAOA;Male;0;No;No;72;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;75.1;5336.35;No;D
7566-DSRLQ;Female;0;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;110.15;7998.8;No;B
7245-JMTTQ;Female;0;No;No;51;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;111.5;5703.25;No;D
6202-JVYEU;Male;0;No;No;9;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;19.9;164.6;No;B
0734-OXWBT;Male;0;No;Yes;3;Yes;No;P2C;No;No;No;Yes;Yes;Yes;Month-to-month;No;70.7;225.65;No;D
0365-TRTPY;Female;0;No;No;37;Yes;Yes;P2P;Yes;Yes;Yes;No;No;No;Month-to-month;No;91.2;3382.3;No;B
9381-NDKME;Female;1;Yes;No;24;No;No;P2C;No;No;Yes;No;No;Yes;Month-to-month;Yes;40.65;933.3;Yes;D
1841-YSJGV;Male;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;109.95;7852.4;No;B
8382-SHQEH;Female;0;Yes;No;8;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;84.9;764.95;Yes;D
7668-XCFYV;Female;1;Yes;No;17;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;92.55;1614.7;No;B
7845-URHJN;Female;0;Yes;No;8;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.15;156.25;Yes;D
5018-HEKFO;Female;0;No;No;10;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;Yes;24.5;270.15;No;B
3976-NLDEZ;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.6;20.6;No;D
5336-UFNZP;Female;1;Yes;Yes;65;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;107.45;7047.5;No;B
1241-EZFMJ;Male;0;Yes;No;61;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.45;1538.6;No;D
5376-PCKNB;Male;0;Yes;Yes;72;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;104.45;7459;No;B
4060-LDNLU;Male;0;No;No;7;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;96.2;639.7;No;D
8327-LZKAS;Female;1;Yes;No;43;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;One year;Yes;107.55;4533.9;Yes;B
1075-BGWOH;Male;1;Yes;No;16;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;98.75;1587.55;Yes;D
0302-JOIVN;Female;0;Yes;No;8;Yes;No;P2P;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;101.15;842.9;Yes;B
4299-SIMNS;Male;0;No;No;9;Yes;Yes;P2P;Yes;No;No;No;No;No;Month-to-month;Yes;81.15;784.45;No;D
6261-LHRTG;Female;0;No;No;26;Yes;No;P2C;No;Yes;Yes;No;No;No;Month-to-month;Yes;54.75;1406.9;No;B
2056-EVGZL;Male;0;Yes;Yes;68;Yes;No;P2P;No;Yes;Yes;Yes;Yes;Yes;One year;No;105.75;7322.5;No;D
7753-USQYQ;Male;0;No;No;55;Yes;No;P2C;No;Yes;No;Yes;No;Yes;One year;Yes;64.2;3627.3;No;B
7661-CPURM;Male;0;No;No;19;Yes;No;P2P;No;No;No;Yes;No;Yes;One year;Yes;87.7;1725.95;No;D
5902-WBLSE;Female;0;Yes;Yes;70;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20.15;1411.2;No;B
4971-PUYQO;Female;0;No;No;27;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.55;2724.6;Yes;D
5115-GZDEL;Male;0;No;Yes;72;No;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;67.2;4671.7;No;B
8485-GJCDN;Female;1;No;No;5;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.05;318.5;Yes;D
2851-STERV;Male;1;No;No;35;Yes;No;P2C;No;No;Yes;Yes;Yes;Yes;One year;Yes;73;2471.25;No;B
8486-AYEQH;Female;0;No;No;31;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;76.05;2227.8;No;D
6029-WTIPC;Male;1;No;No;37;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;101.1;3744.05;Yes;B
5419-JKZNQ;Male;1;Yes;No;30;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;No;77.9;2351.45;No;D
1409-PHXTF;Male;1;Yes;No;54;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;110.45;6077.75;No;B
9591-YVTEB;Male;1;No;No;55;No;No;P2C;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;44.85;2479.05;No;D
4274-DRSQT;Female;0;No;No;66;Yes;Yes;P2P;No;Yes;No;No;Yes;No;One year;Yes;88.9;6000.1;No;B
8075-GXIUB;Male;1;Yes;No;9;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.85;183.15;No;D
5424-RLQLC;Male;0;No;No;10;Yes;No;P2C;No;Yes;No;No;Yes;No;Month-to-month;Yes;59.65;638.95;No;B
6507-DTJZV;Male;0;No;Yes;13;Yes;No;P2C;No;No;No;No;Yes;Yes;Month-to-month;No;66.4;831.75;No;D
7673-BQGKU;Female;0;Yes;Yes;69;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.15;1337.5;No;B
9530-EHPOH;Male;0;No;No;11;Yes;Yes;P2C;No;No;Yes;No;No;No;Month-to-month;No;53.75;608;Yes;D
0345-HKJVM;Female;0;No;No;6;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;89.3;577.6;Yes;B
0394-YONDK;Male;0;Yes;Yes;70;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.15;1790.15;No;D
7399-QHBJS;Female;0;Yes;Yes;72;Yes;Yes;P2C;Yes;Yes;No;Yes;No;No;Two year;No;66.75;4760.3;No;B
0997-YTLNY;Female;0;No;Yes;19;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;No;48.8;953.65;No;D
9479-HYNYL;Female;0;Yes;No;71;Yes;No;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;80.7;5705.05;No;B
9708-KFDBY;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.55;20.55;No;D
3642-GKTCT;Female;0;No;No;61;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;115.1;6993.65;No;B
1334-PDUKM;Female;0;Yes;No;68;Yes;Yes;P2P;No;Yes;Yes;No;No;No;One year;No;86.45;5762.95;No;D
2242-MFOTG;Male;0;No;No;33;Yes;Yes;P2P;Yes;No;No;No;No;No;One year;No;80.1;2603.3;No;B
2144-BFDSO;Female;1;Yes;No;50;Yes;Yes;P2P;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;108.75;5431.9;No;D
7647-GYYKX;Female;0;Yes;Yes;54;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20.35;1092.35;No;B
5569-OUICF;Female;1;Yes;No;28;Yes;Yes;P2P;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;101.3;2812.2;Yes;D
2082-OJVTK;Male;0;Yes;Yes;29;Yes;Yes;P2P;No;No;Yes;No;No;Yes;Month-to-month;Yes;89.2;2698.35;Yes;B
9839-ETQOE;Male;0;No;Yes;43;No;No;P2C;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;40.45;1912.85;No;D
9027-TMATR;Female;0;Yes;No;43;Yes;No;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;78.8;3460.3;No;B
1941-HOSAM;Male;0;Yes;Yes;1;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;90.1;90.1;No;D
0704-VCUMB;Female;0;Yes;No;61;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.25;1278.8;No;B
8053-WWDRO;Female;0;Yes;No;6;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.5;146.3;Yes;D
1935-IMVBB;Male;0;Yes;No;56;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;89.7;4952.95;No;B
2082-CEFLT;Male;0;No;No;1;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.6;45.6;Yes;D
1213-NGCUN;Female;0;No;No;6;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;49.65;267.35;Yes;B
9866-OCCKE;Female;1;Yes;No;72;Yes;Yes;P2P;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;109.75;8075.35;No;D
7718-UPSKJ;Female;0;Yes;No;69;Yes;No;P2P;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;106.4;7251.9;No;B
1448-CYWKC;Female;0;Yes;Yes;58;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;105.2;6225.4;No;D
2690-DVRVK;Male;0;Yes;Yes;5;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.55;99.45;No;B
1270-XKUCC;Female;0;Yes;Yes;30;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.7;599.25;No;D
2894-QOJRX;Female;0;Yes;No;25;No;No;P2C;No;No;No;No;Yes;No;Month-to-month;Yes;34;853;Yes;B
5583-EJXRD;Male;0;Yes;Yes;44;No;No;P2C;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;54.05;2375.2;No;D
3143-JQEGI;Female;0;Yes;Yes;13;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;88.35;1222.8;Yes;B
3327-YBAKM;Female;0;Yes;No;64;Yes;No;P2P;Yes;No;No;Yes;Yes;Yes;One year;Yes;96.9;6314.35;No;D
6705-LNMDD;Male;0;No;No;20;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;No;50;1003.05;No;B
3370-GQEAL;Male;0;Yes;Yes;30;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;No;85.45;2509.95;No;D
2982-IHMFT;Female;1;No;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.45;74.45;Yes;B
4254-QPEDE;Female;0;Yes;No;52;No;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;66.25;3330.1;No;D
9526-JAWYF;Male;0;No;No;26;Yes;No;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;No;89.8;2335.3;Yes;B
9788-HNGUT;Male;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;116.95;8594.4;No;D
5375-XLDOF;Male;0;Yes;Yes;69;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;114.35;7665.8;No;B
5649-VUKMC;Female;0;No;No;12;Yes;No;P2P;No;No;Yes;No;Yes;Yes;One year;No;95.5;1115.15;Yes;D
8992-OBVDG;Male;0;No;No;21;Yes;No;P2C;No;No;Yes;No;No;Yes;Month-to-month;No;61.65;1393.6;No;B
4724-WXVWF;Male;0;No;No;48;Yes;Yes;P2P;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;95.4;4445.3;No;D
1460-UZPRJ;Male;0;Yes;No;60;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.95;1258.15;No;B
5143-EGQFK;Female;1;No;No;10;No;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;29.65;291.4;Yes;D
2495-TTHBQ;Female;0;No;Yes;4;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;20.4;84.75;No;B
3810-PJUHR;Male;0;Yes;Yes;70;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.35;1715.15;No;D
0847-HGRML;Male;0;No;Yes;62;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20;1250.1;No;B
9227-YBAXE;Female;0;Yes;Yes;65;Yes;Yes;P2C;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;82.5;5215.1;No;D
9860-LISIZ;Female;0;No;No;34;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.35;673.2;No;B
0877-SDMBN;Female;0;No;No;54;Yes;Yes;P2P;Yes;No;Yes;No;Yes;Yes;One year;Yes;103.95;5639.05;Yes;D
4043-MKDTV;Male;0;Yes;No;71;Yes;No;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;105.25;7291.75;No;B
9637-EIHEQ;Female;0;No;No;1;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;50.8;50.8;Yes;D
8313-KTIHG;Male;0;No;No;4;Yes;No;P2C;No;No;No;Yes;Yes;No;Month-to-month;Yes;61.3;249.4;No;B
6284-KMNUF;Female;0;Yes;No;56;Yes;Yes;P2P;Yes;No;No;No;Yes;Yes;One year;Yes;98;5270.6;No;D
9465-RWMXL;Male;0;Yes;No;32;Yes;Yes;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;78.9;2447.95;Yes;B
2362-IBOOY;Male;0;No;No;36;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;84.75;3050.15;Yes;D
0843-WTBXE;Male;0;No;No;53;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;No;85.45;4517.25;Yes;B
8676-OOQEJ;Male;0;No;No;4;No;No;P2C;No;No;No;Yes;No;No;Month-to-month;No;30.5;118.4;No;D
9701-CDXHR;Female;0;Yes;No;51;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;69.15;3649.6;No;B
8124-NZVGJ;Female;0;No;No;6;No;No;P2C;No;No;No;Yes;Yes;Yes;One year;Yes;49.25;255.6;No;D
5376-DEQCP;Female;0;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.6;70.6;Yes;B
9095-HFAFX;Female;0;No;No;5;Yes;No;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;81;389.6;Yes;D
2379-ENZGV;Male;0;No;No;6;Yes;No;P2P;No;Yes;No;No;Yes;No;Month-to-month;Yes;84.85;523.5;Yes;B
2589-AYCRP;Female;0;No;No;50;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.75;989.05;No;D
5124-EOGYE;Male;0;No;No;31;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.45;638.55;No;B
0292-WEGCH;Female;0;Yes;Yes;54;Yes;Yes;P2C;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;86.2;4524.05;No;D
4097-YODCF;Male;0;No;Yes;34;Yes;Yes;P2P;Yes;Yes;No;No;Yes;Yes;One year;Yes;103.8;3470.8;No;B
9786-YWNHU;Female;0;Yes;Yes;63;Yes;No;P2C;Yes;Yes;Yes;Yes;No;No;Two year;No;63.55;4014.2;No;D
6005-OBZPH;Female;1;No;No;26;Yes;Yes;P2P;No;Yes;No;No;Yes;No;Month-to-month;Yes;89.15;2277.65;Yes;B
7932-WPTDS;Female;1;Yes;No;1;No;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;24.8;24.8;Yes;D
6833-JMZYP;Female;0;No;No;15;Yes;No;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;94;1505.45;No;B
1310-QRITU;Female;0;No;No;18;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;Yes;50.3;913.3;No;D
9715-SBVSU;Male;0;Yes;Yes;14;Yes;No;P2C;Yes;Yes;No;No;No;Yes;Two year;Yes;61.4;815.55;No;B
7173-TETGO;Female;1;Yes;No;72;Yes;Yes;P2P;Yes;No;No;No;No;No;Two year;No;78.5;5602.25;No;D
2300-RQGOI;Female;0;No;No;38;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.05;741.5;No;B
5228-EXCET;Male;0;No;No;13;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;80.85;1008.7;Yes;D
4998-IKFSE;Female;0;No;No;30;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;No;100.45;3096.9;No;B
2455-USLMV;Female;0;No;No;31;Yes;Yes;P2P;Yes;No;Yes;No;No;No;Month-to-month;Yes;84.75;2613.4;No;D
9488-FVZCC;Female;0;Yes;Yes;72;Yes;Yes;P2C;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;79.5;5661.7;No;B
5995-WWKKG;Female;0;No;No;37;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;19.8;695.05;No;D
7879-CGSFV;Male;0;No;No;55;Yes;No;P2P;Yes;Yes;No;No;Yes;Yes;One year;Yes;100.9;5552.05;No;B
7432-FFVAR;Female;0;Yes;Yes;46;Yes;No;P2P;No;No;Yes;Yes;No;Yes;One year;No;90.95;4236.6;No;D
7000-WCEVQ;Female;1;No;No;20;Yes;Yes;P2C;No;No;No;No;No;Yes;Month-to-month;Yes;61.6;1174.35;Yes;B
5959-BELXA;Male;1;No;No;32;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;96.15;3019.25;Yes;D
3512-IZIKN;Female;0;Yes;No;70;Yes;Yes;P2C;Yes;No;Yes;Yes;No;No;Two year;No;65.3;4759.75;Yes;B
7109-MFBYV;Male;0;No;No;26;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;45.45;1233.15;No;D
1832-PEUTS;Male;0;Yes;Yes;62;Yes;Yes;P2P;No;No;Yes;No;Yes;No;Two year;Yes;89.1;5411.65;No;B
8660-BUETV;Female;0;No;No;3;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;44.75;148.05;No;D
5696-CEIQJ;Male;0;Yes;Yes;67;Yes;No;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;No;103.15;6895.5;No;B
1696-HXOWK;Female;0;Yes;No;71;Yes;Yes;P2P;Yes;Yes;No;No;Yes;No;One year;No;95.65;6856.95;No;D
4012-YCFAI;Male;0;Yes;No;60;Yes;No;P2C;Yes;Yes;No;Yes;No;No;Two year;Yes;61.35;3766.2;No;B
9970-QBCDA;Female;0;No;No;6;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.7;129.55;No;D
9496-IVVRP;Female;0;Yes;Yes;11;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;No;51;581.7;No;B
2657-VPXTA;Female;0;Yes;Yes;10;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;88.85;929.45;No;D
1221-GHZEP;Female;0;No;No;62;Yes;No;P2C;Yes;No;No;Yes;No;Yes;Two year;Yes;65.1;3846.75;No;B
6142-VSJQO;Female;0;Yes;Yes;1;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;44.35;44.35;Yes;D
6933-FHBZC;Female;0;No;No;26;Yes;No;P2C;No;Yes;Yes;No;No;No;One year;Yes;56.05;1553.2;No;B
9770-KXGQU;Female;0;No;No;53;Yes;Yes;P2P;Yes;Yes;Yes;No;Yes;No;One year;No;98.6;5311.85;No;D
6538-POCHL;Male;0;No;No;33;Yes;No;P2P;No;Yes;Yes;No;No;No;Month-to-month;Yes;79;2576.8;No;B
3002-WQZWT;Female;0;No;No;29;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.2;1993.25;No;D
1208-NBVFH;Male;0;Yes;Yes;20;Yes;No;P2C;No;No;Yes;No;No;No;Month-to-month;Yes;49.6;939.8;No;B
1114-CENIM;Male;0;No;Yes;54;Yes;Yes;P2C;No;Yes;No;No;No;No;Month-to-month;Yes;55;3092.65;Yes;D
2725-TTRIQ;Female;0;Yes;Yes;72;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;84.2;5986.55;No;B
8990-ZXLSU;Female;0;No;No;9;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;69.05;651.5;No;D
8473-VUVJN;Male;1;No;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;73.65;73.65;Yes;B
5536-SLHPM;Female;0;Yes;No;55;Yes;Yes;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;77.75;4458.15;Yes;D
7794-JASDG;Male;0;No;No;1;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;Yes;50.75;50.75;No;B
5519-TEEUH;Male;0;No;Yes;33;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;20.15;682.15;No;D
0804-XBFBV;Female;0;No;Yes;11;No;No;P2C;No;No;No;No;No;No;Month-to-month;No;25.2;321.05;No;B
3703-TTEPD;Male;0;No;No;21;Yes;No;P2C;Yes;No;Yes;No;Yes;No;Month-to-month;No;65.35;1424.4;No;D
0196-VULGZ;Female;1;Yes;No;6;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;84.35;474.9;Yes;B
2696-NARTR;Male;0;No;No;11;Yes;No;P2P;No;No;No;Yes;No;No;Month-to-month;Yes;73.85;926.25;Yes;D
7614-QVWQL;Male;0;Yes;Yes;49;No;No;P2C;No;Yes;No;No;Yes;Yes;One year;Yes;51.8;2541.25;Yes;B
4631-OACRM;Male;1;No;No;15;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;79.4;1156.1;Yes;D
4987-GQWPO;Male;0;No;No;17;No;No;P2C;No;No;No;No;No;No;Month-to-month;No;25.1;382.8;No;B
1757-TCATG;Male;0;Yes;Yes;35;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.05;746.75;No;D
4776-XSKYQ;Female;0;Yes;Yes;12;No;No;P2C;No;No;No;Yes;No;No;One year;No;30.25;368.85;No;B
5753-QQWPW;Female;0;No;No;28;Yes;No;P2C;Yes;Yes;No;Yes;No;No;One year;Yes;59.9;1654.7;No;D
1809-DMJHQ;Female;0;No;Yes;5;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;46;221.7;Yes;B
6586-MYGKD;Male;0;Yes;No;70;Yes;Yes;P2C;Yes;No;No;Yes;Yes;Yes;Two year;Yes;76.95;5289.8;No;D
0248-PGHBZ;Female;1;No;No;67;Yes;No;P2P;Yes;Yes;No;Yes;Yes;No;Two year;Yes;92.45;6140.85;No;B
2892-GESUL;Female;0;Yes;Yes;18;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.35;309.25;No;D
7472-EQOAV;Male;1;Yes;Yes;71;Yes;No;P2P;Yes;Yes;Yes;No;No;No;One year;Yes;86.7;6179.35;No;B
2043-WVTQJ;Male;0;Yes;No;1;Yes;No;P2C;Yes;No;Yes;No;No;No;Month-to-month;No;55.7;55.7;No;D
3863-QSTYI;Male;0;No;No;59;Yes;No;P2C;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;64.65;3735.45;No;B
5044-LRQAQ;Female;0;Yes;No;7;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.2;477.55;No;D
1333-PBMXB;Female;0;Yes;Yes;54;Yes;Yes;WIRE;No;No;No;No;No;No;One year;Yes;24.75;1342.15;No;B
5985-BEHZK;Female;1;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;No;105;7578.05;No;D
5919-VCZYM;Male;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.05;42.7;No;B
2137-DQMEV;Male;0;Yes;Yes;68;No;No;P2C;Yes;Yes;No;No;Yes;No;One year;No;44.8;2983.65;No;D
9279-CJEOJ;Female;1;No;No;21;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;95.4;2025.1;No;B
2404-JIBFC;Female;0;Yes;Yes;55;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;85.1;4657.95;No;D
8029-XYPWT;Male;1;Yes;No;71;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;115.05;8016.6;No;B
4632-PAOYU;Male;0;Yes;Yes;22;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.95;433.5;No;D
6804-GDMOI;Female;0;No;No;61;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Two year;Yes;106.6;6428.4;Yes;B
6646-JPPHA;Female;1;No;No;14;Yes;No;P2P;Yes;Yes;No;No;No;No;Month-to-month;No;78.85;1043.8;No;D
7658-UYUQS;Male;1;Yes;No;21;Yes;No;P2P;No;No;Yes;No;Yes;No;Month-to-month;No;86.55;1857.25;No;B
